product_id,product_title,rating,total_reviews,price,top_reviews
itm7c0281cd247be,"Apple iPhone 16 (White, 128 GB)",4.6,793,"₹74,900","5 Great product Loved it READ MORE Aryan Kumar Certified Buyer , Ranchi 5 months ago 69 8 Permalink Report Abuse || 5 Mind-blowing purchase Super and cool photo READ MORE Flipkart Customer Certified Buyer , Uttara Kannada District 6 months ago 528 109 Permalink Report Abuse"
itmc9604f122ae7f,"Apple iPhone 13 (Starlight, 128 GB)",4.6,"13,987","₹45,899","5 Terrific purchase nice phone READ MORE Keshav Sharma Certified Buyer , Dhar Oct, 2022 53 2 Permalink Report Abuse || 5 Excellent Excellent mobile.. dream purchase READ MORE Srinivas goud madgula Certified Buyer , Hyderabad Oct, 2022 477 54 Permalink Report Abuse"
